Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,source,Overs,Mdns,BBM,10
MMA Jonkman (NL),2007-2010,4,4,136,113,6,3/22,18.83,4.98,22.6,0,0,Bowling_ODI.csv,,,,
Karim Sadiq (AFG),2009-2016,24,12,320,201,6,2/10,33.5,3.76,53.3,0,0,Bowling_ODI.csv,,,,
J Kila (PNG),2018-2019,6,6,199,135,6,3/27,22.5,4.07,33.1,0,0,Bowling_ODI.csv,,,,
PN Kirsten (SA),1991-1994,40,8,183,152,6,3/31,25.33,4.98,30.5,0,0,Bowling_ODI.csv,,,,
BP Loots (NL),2010-2011,7,7,280,287,6,3/16,47.83,6.15,46.6,0,0,Bowling_ODI.csv,,,,
PE McEwan (NZ),1980-1985,17,10,420,353,6,2/29,58.83,5.04,70.0,0,0,Bowling_ODI.csv,,,,
SCG MacGill (AUS),2000-2000,3,3,180,105,6,4/19,17.5,3.5,30.0,1,0,Bowling_ODI.csv,,,,
KA Maharaj (SA),2017-2018,4,4,187,166,6,3/25,27.66,5.32,31.1,0,0,Bowling_ODI.csv,,,,
KO Meth (ZIM),2006-2012,11,9,406,419,6,2/52,69.83,6.19,67.6,0,0,Bowling_ODI.csv,,,,
PL Mommsen (SCOT),2010-2017,44,6,132,130,6,3/26,21.66,5.9,22.0,0,0,Bowling_ODI.csv,,,,
CT Mutombodzi (ZIM),2013-2015,11,9,311,278,6,2/33,46.33,5.36,51.8,0,0,Bowling_ODI.csv,,,,
Naveen-ul-Haq (AFG),2016-2019,4,4,212,201,6,3/60,33.5,5.68,35.3,0,0,Bowling_ODI.csv,,,,
EO Odumbe (KENYA),1996-1996,8,7,137,137,6,2/8,22.83,6.0,22.8,0,0,Bowling_ODI.csv,,,,
TK Patel (USA),2019-2019,5,4,192,114,6,2/25,19.0,3.56,32.0,0,0,Bowling_ODI.csv,,,,
MJR Rindel (SA),1994-1999,22,12,270,242,6,2/15,40.33,5.37,45.0,0,0,Bowling_ODI.csv,,,,
GK Robertson (NZ),1981-1989,10,10,498,321,6,2/29,53.5,3.86,83.0,0,0,Bowling_ODI.csv,,,,
BG Rogers (ZIM),2002-2005,15,9,324,321,6,2/55,53.5,5.94,54.0,0,0,Bowling_ODI.csv,,,,
Saeed Anwar (PAK),1989-2003,247,13,242,191,6,2/9,31.83,4.73,40.3,0,0,Bowling_ODI.csv,,,,
Saiful Islam (BDESH),1990-1997,7,7,303,256,6,4/36,42.66,5.06,50.5,1,0,Bowling_ODI.csv,,,,
R Sharma (INDIA),2011-2012,4,4,206,177,6,3/43,29.5,5.15,34.3,0,0,Bowling_ODI.csv,,,,
CEW Silverwood (ENG),1996-2001,7,7,306,244,6,3/43,40.66,4.78,51.0,0,0,Bowling_ODI.csv,,,,
NMK Smith (ENG),1996-1996,7,6,261,190,6,3/29,31.66,4.36,43.5,0,0,Bowling_ODI.csv,,,,
G Snyman (NAM),2003-2003,5,5,288,281,6,3/69,46.83,5.85,48.0,0,0,Bowling_ODI.csv,,,,
JH Stander (SCOT),2009-2012,5,4,150,166,6,2/25,27.66,6.64,25.0,0,0,Bowling_ODI.csv,,,,
DA Stirling (NZ),1984-1984,6,6,246,207,6,2/29,34.5,5.04,41.0,0,0,Bowling_ODI.csv,,,,
Taijul Islam (BDESH),2014-2019,6,6,342,220,6,4/11,36.66,3.85,57.0,1,0,Bowling_ODI.csv,,,,
Talha Jubair (BDESH),2002-2003,6,6,204,255,6,4/65,42.5,7.5,34.0,1,0,Bowling_ODI.csv,,,,
HP Tillakaratne (SL),1986-2003,200,15,180,141,6,1/3,23.5,4.7,30.0,0,0,Bowling_ODI.csv,,,,
AC Voges (AUS),2007-2013,31,15,301,276,6,1/3,46.0,5.5,50.1,0,0,Bowling_ODI.csv,,,,
KPJ Warnaweera (SL),1990-1993,6,6,294,200,6,2/24,33.33,4.08,49.0,0,0,Bowling_ODI.csv,,,,
K Weeraratne (SL),2000-2008,15,14,480,385,6,3/46,64.16,4.81,80.0,0,0,Bowling_ODI.csv,,,,
Jai P Yadav (INDIA),2002-2005,12,10,396,326,6,2/32,54.33,4.93,66.0,0,0,Bowling_ODI.csv,,,,
Zahid Shah (UAE),2008-2008,2,2,120,98,6,3/49,16.33,4.9,20.0,0,0,Bowling_ODI.csv,,,,
Abu Jayed (BDESH),2019-2019,2,2,108,114,5,5/58,22.8,6.33,21.6,0,1,Bowling_ODI.csv,,,,
Asif Masood (PAK),1973-1976,7,7,402,234,5,2/9,46.8,3.49,80.4,0,0,Bowling_ODI.csv,,,,
ST Banerjee (INDIA),1991-1992,6,6,240,202,5,3/30,40.4,5.05,48.0,0,0,Bowling_ODI.csv,,,,
GJ Batty (ENG),2002-2009,10,9,440,366,5,2/40,73.2,4.99,88.0,0,0,Bowling_ODI.csv,,,,
A Bhandari (INDIA),2000-2004,2,2,106,106,5,3/31,21.2,6.0,21.2,0,0,Bowling_ODI.csv,,,,
Bilal Asif (PAK),2015-2015,3,3,132,96,5,5/25,19.2,4.36,26.4,0,1,Bowling_ODI.csv,,,,
G Boycott (ENG),1971-1981,36,6,168,105,5,2/14,21.0,3.75,33.6,0,0,Bowling_ODI.csv,,,,
D Brown (WI),2001-2002,3,3,150,124,5,3/21,24.8,4.96,30.0,0,0,Bowling_ODI.csv,,,,
MG Burmester (ZIM),1992-1995,8,7,209,213,5,3/36,42.6,6.11,41.8,0,0,Bowling_ODI.csv,,,,
IW Callen (AUS),1978-1982,5,4,180,148,5,3/24,29.6,4.93,36.0,0,0,Bowling_ODI.csv,,,,
J Cameron-Dow (IRE),2019-2019,4,4,186,151,5,3/32,30.2,4.87,37.2,0,0,Bowling_ODI.csv,,,,
TK Canning (NZ),2003-2005,4,4,204,203,5,2/30,40.6,5.97,40.8,0,0,Bowling_ODI.csv,,,,
NM Carter (SCOT),2013-2013,3,3,175,132,5,3/27,26.4,4.52,35.0,0,0,Bowling_ODI.csv,,,,
NGB Cook (ENG),1984-1989,3,3,144,95,5,2/18,19.0,3.95,28.8,0,0,Bowling_ODI.csv,,,,
DJ Cullinan (SA),1993-2000,138,9,174,124,5,2/30,24.8,4.27,34.8,0,0,Bowling_ODI.csv,,,,
BCJ Cutting (AUS),2013-2014,4,4,216,158,5,3/45,31.6,4.38,43.2,0,0,Bowling_ODI.csv,,,,
PC de Silva (SL),2014-2017,7,7,316,256,5,2/29,51.2,4.86,63.2,0,0,Bowling_ODI.csv,,,,
NR Dyer (SCOT),1999-1999,5,3,156,117,5,2/26,23.4,4.5,31.2,0,0,Bowling_ODI.csv,,,,
Elias Sunny (BDESH),2011-2012,4,4,204,161,5,2/21,32.2,4.73,40.8,0,0,Bowling_ODI.csv,,,,
GM Ewing (ZIM),2004-2005,7,7,312,236,5,3/31,47.2,4.53,62.4,0,0,Bowling_ODI.csv,,,,
Fareed Ahmad (AFG),2014-2017,5,4,150,143,5,3/65,28.6,5.72,30.0,0,0,Bowling_ODI.csv,,,,
Fawad Alam (PAK),2007-2015,38,13,398,377,5,1/8,75.4,5.68,79.6,0,0,Bowling_ODI.csv,,,,
MVT Fernando (SL),2017-2019,8,8,297,337,5,1/35,67.4,6.8,59.4,0,0,Bowling_ODI.csv,,,,
WT Gavera (PNG),2014-2017,4,4,192,160,5,3/49,32.0,5.0,38.4,0,0,Bowling_ODI.csv,,,,
Gholam Nousher (BDESH),1986-1990,9,9,408,314,5,1/27,62.8,4.61,81.6,0,0,Bowling_ODI.csv,,,,
RC Haynes (WI),1989-1991,8,7,270,224,5,2/36,44.8,4.97,54.0,0,0,Bowling_ODI.csv,,,,
TJ Heggelman (NL),2010-2011,5,3,102,86,5,3/29,17.2,5.05,20.4,0,0,Bowling_ODI.csv,,,,
IG Holland (USA),2019-2019,4,4,138,100,5,3/11,20.0,4.34,27.6,0,0,Bowling_ODI.csv,,,,
RO Hurley (WI),2003-2004,9,7,378,313,5,1/25,62.6,4.96,75.6,0,0,Bowling_ODI.csv,,,,
Ijaz Ahmed (PAK),1986-2000,250,28,637,476,5,2/31,95.2,4.48,127.4,0,0,Bowling_ODI.csv,,,,
Jasdeep Singh (USA),2019-2019,4,4,114,104,5,4/51,20.8,5.47,22.8,1,0,Bowling_ODI.csv,,,,
Jay Odedra (OMAN),2019-2019,2,2,120,82,5,4/34,16.4,4.1,24.0,1,0,Bowling_ODI.csv,,,,
S Jeganathan (SL),1983-1988,5,5,276,208,5,2/45,41.6,4.52,55.2,0,0,Bowling_ODI.csv,,,,
D Joseph (CAN),2003-2003,4,4,186,170,5,2/42,34.0,5.48,37.2,0,0,Bowling_ODI.csv,,,,
Karan KC (NEPAL),2018-2019,5,5,234,199,5,2/31,39.8,5.1,46.8,0,0,Bowling_ODI.csv,,,,
RJ Kennedy (NZ),1996-1996,7,7,312,283,5,2/36,56.6,5.44,62.4,0,0,Bowling_ODI.csv,,,,
SC Kuggeleijn (NZ),2017-2017,2,2,84,58,5,3/41,11.6,4.14,16.8,0,0,Bowling_ODI.csv,,,,
JB Little (IRE),2019-2019,4,4,216,262,5,4/45,52.4,7.27,43.2,1,0,Bowling_ODI.csv,,,,
SW Lubbers (NL),1996-1996,4,4,216,187,5,3/48,37.4,5.19,43.2,0,0,Bowling_ODI.csv,,,,
MAWR Madurasinghe (SL),1988-1992,12,11,480,358,5,1/11,71.6,4.47,96.0,0,0,Bowling_ODI.csv,,,,
Manzoor Akhtar (PAK),1997-1998,7,6,199,184,5,4/50,36.8,5.54,39.8,1,0,Bowling_ODI.csv,,,,
Mohammad Hasnain (PAK),2019-2019,5,5,246,303,5,2/52,60.6,7.39,49.2,0,0,Bowling_ODI.csv,,,,
Mohammad Khalil (PAK),2005-2005,3,3,144,144,5,2/55,28.8,6.0,28.8,0,0,Bowling_ODI.csv,,,,
HJC Mol (NL),2002-2008,11,7,182,149,5,2/17,29.8,4.91,36.4,0,0,Bowling_ODI.csv,,,,
J Mulder (IRE),2017-2017,4,4,186,155,5,3/57,31.0,5.0,37.2,0,0,Bowling_ODI.csv,,,,
Nadeem Ghauri (PAK),1990-1990,6,6,342,230,5,2/51,46.0,4.03,68.4,0,0,Bowling_ODI.csv,,,,
Naseer Malik (PAK),1975-1975,3,3,180,98,5,2/37,19.6,3.26,36.0,0,0,Bowling_ODI.csv,,,,
BP Nash (WI),2008-2009,9,6,294,224,5,3/56,44.8,4.57,58.8,0,0,Bowling_ODI.csv,,,,
Nazmul Islam (BDESH),2018-2018,5,5,264,224,5,2/38,44.8,5.09,52.8,0,0,Bowling_ODI.csv,,,,
TS Nethula (NZ),2012-2012,5,5,264,249,5,2/41,49.8,5.65,52.8,0,0,Bowling_ODI.csv,,,,
LN Oluoch (KENYA),2011-2011,2,2,96,79,5,3/41,15.8,4.93,19.2,0,0,Bowling_ODI.csv,,,,
ARM Opatha (SL),1975-1979,5,5,253,180,5,3/31,36.0,4.26,50.6,0,0,Bowling_ODI.csv,,,,
SMA Priyanjan (SL),2013-2015,23,14,265,233,5,2/11,46.6,5.27,53.0,0,0,Bowling_ODI.csv,,,,
Qaiser Ali (CAN),2006-2008,17,6,182,132,5,3/28,26.4,4.35,36.4,0,0,Bowling_ODI.csv,,,,
DB Rundle (SA),1994-1994,2,2,96,95,5,4/42,19.0,5.93,19.2,1,0,Bowling_ODI.csv,,,,
Saleem Altaf (PAK),1973-1978,6,6,285,151,5,2/7,30.2,3.17,57.0,0,0,Bowling_ODI.csv,,,,
IDK Salisbury (ENG),1993-1994,4,4,186,177,5,3/41,35.4,5.7,37.2,0,0,Bowling_ODI.csv,,,,
TAP Sekhar (INDIA),1983-1985,4,4,156,128,5,3/23,25.6,4.92,31.2,0,0,Bowling_ODI.csv,,,,
JJ Smit (NAM),2019-2019,5,5,156,120,5,3/21,24.0,4.61,31.2,0,0,Bowling_ODI.csv,,,,
RS Sodhi (INDIA),2000-2002,18,14,462,365,5,2/31,73.0,4.74,92.4,0,0,Bowling_ODI.csv,,,,
RD Steede (BMUDA),2006-2008,8,8,312,257,5,1/21,51.4,4.94,62.4,0,0,Bowling_ODI.csv,,,,
Sunzamul Islam (BDESH),2017-2018,3,3,150,79,5,2/22,15.8,3.16,30.0,0,0,Bowling_ODI.csv,,,,
Tanveer Ahmed (HKG),2016-2018,6,6,229,208,5,2/49,41.6,5.44,45.8,0,0,Bowling_ODI.csv,,,,
MK Tiwary (INDIA),2008-2015,12,6,132,150,5,4/61,30.0,6.81,26.4,1,0,Bowling_ODI.csv,,,,
GC Tonge (WI),2009-2009,5,5,300,224,5,4/25,44.8,4.48,60.0,1,0,Bowling_ODI.csv,,,,
S Venkataraghavan (INDIA),1974-1983,15,14,868,542,5,2/34,108.4,3.74,173.6,0,0,Bowling_ODI.csv,,,,
T Yohannan (INDIA),2002-2002,3,3,120,122,5,3/33,24.4,6.1,24.0,0,0,Bowling_ODI.csv,,,,
Sultan Zarawani (UAE),1994-1996,7,7,264,257,5,2/49,51.4,5.84,52.8,0,0,Bowling_ODI.csv,,,,
Aamer Hanif (PAK),1993-1995,5,4,130,122,4,3/36,30.5,5.63,32.5,0,0,Bowling_ODI.csv,,,,
Afzaal Haider (HKG),2004-2008,4,4,180,227,4,1/31,56.75,7.56,45.0,0,0,Bowling_ODI.csv,,,,
FA Allen (WI),2018-2019,12,11,360,360,4,2/40,90.0,6.0,90.0,0,0,Bowling_ODI.csv,,,,
J Angel (AUS),1994-1995,3,3,162,113,4,2/47,28.25,4.18,40.5,0,0,Bowling_ODI.csv,,,,
Ashfaq Ahmed (UAE),2018-2019,16,7,223,185,4,2/55,46.25,4.97,55.7,0,0,Bowling_ODI.csv,,,,
Asim Butt (SCOT),1999-1999,5,5,222,148,4,2/24,37.0,4.0,55.5,0,0,Bowling_ODI.csv,,,,
Azhar Ali (PAK),2011-2018,53,14,258,260,4,2/26,65.0,6.04,64.5,0,0,Bowling_ODI.csv,,,,
Azhar Hossain (BDESH),1988-1990,7,7,263,209,4,1/20,52.25,4.76,65.7,0,0,Bowling_ODI.csv,,,,
GR Beard (AUS),1981-1981,2,2,112,70,4,2/20,17.5,3.75,28.0,0,0,Bowling_ODI.csv,,,,
DM Benkenstein (SA),1998-2002,23,4,65,44,4,3/5,11.0,4.06,16.2,0,0,Bowling_ODI.csv,,,,
MJ Bennett (AUS),1984-1985,8,8,408,275,4,2/27,68.75,4.04,102.0,0,0,Bowling_ODI.csv,,,,
Bilal Khan (OMAN),2019-2019,4,4,222,151,4,2/32,37.75,4.08,55.5,0,0,Bowling_ODI.csv,,,,
JL Carter (WI),2015-2019,33,12,136,160,4,2/14,40.0,7.05,34.0,0,0,Bowling_ODI.csv,,,,
NA David (INDIA),1997-1997,4,4,192,133,4,3/21,33.25,4.15,48.0,0,0,Bowling_ODI.csv,,,,
AP Devcich (NZ),2013-2016,12,11,324,291,4,2/33,72.75,5.38,81.0,0,0,Bowling_ODI.csv,,,,
R Dravid (Asia/ICC/INDIA),1996-2011,344,8,186,170,4,2/43,42.5,5.48,46.5,0,0,Bowling_ODI.csv,,,,
CJ Drum (NZ),1999-1999,5,5,216,261,4,2/31,65.25,7.25,54.0,0,0,Bowling_ODI.csv,,,,
Ehsan Adil (PAK),2013-2015,6,6,225,223,4,1/31,55.75,5.94,56.2,0,0,Bowling_ODI.csv,,,,
AJ Finch (AUS),2013-2019,119,19,266,239,4,1/2,59.75,5.39,66.5,0,0,Bowling_ODI.csv,,,,
N Gifford (ENG),1985-1985,2,2,120,50,4,4/23,12.5,2.5,30.0,1,0,Bowling_ODI.csv,,,,
MW Goodwin (ZIM),1998-2000,71,15,248,210,4,1/12,52.5,5.08,62.0,0,0,Bowling_ODI.csv,,,,
MJ Guptill (NZ),2009-2019,179,11,109,98,4,2/6,24.5,5.39,27.2,0,0,Bowling_ODI.csv,,,,
R Illingworth (ENG),1971-1973,3,2,130,84,4,3/50,21.0,3.87,32.5,0,0,Bowling_ODI.csv,,,,
Ilyas Gull (HKG),2004-2004,2,2,114,113,4,3/46,28.25,5.94,28.5,0,0,Bowling_ODI.csv,,,,
Intikhab Alam (PAK),1973-1976,4,4,158,118,4,2/36,29.5,4.48,39.5,0,0,Bowling_ODI.csv,,,,
MM Iqbal (SCOT),2009-2014,13,8,270,270,4,2/35,67.5,6.0,67.5,0,0,Bowling_ODI.csv,,,,
KCB Jeremy (WI),2000-2001,6,5,192,163,4,2/42,40.75,5.09,48.0,0,0,Bowling_ODI.csv,,,,
AH Jones (NZ),1987-1995,87,11,306,216,4,2/42,54.0,4.23,76.5,0,0,Bowling_ODI.csv,,,,
Jubair Hossain (BDESH),2014-2015,3,3,114,114,4,2/41,28.5,6.0,28.5,0,0,Bowling_ODI.csv,,,,
Junaid Siddiqui (CAN),2011-2014,9,9,400,302,4,1/20,75.5,4.53,100.0,0,0,Bowling_ODI.csv,,,,
K Kamyuka (CAN),2013-2013,2,2,47,47,4,4/38,11.75,6.0,11.7,1,0,Bowling_ODI.csv,,,,
E Katchay (CAN),2008-2009,5,5,174,143,4,3/39,35.75,4.93,43.5,0,0,Bowling_ODI.csv,,,,
V Kohli (INDIA),2008-2019,242,48,641,665,4,1/15,166.25,6.22,160.2,0,0,Bowling_ODI.csv,,,,
BC Lara (ICC/WI),1990-2007,299,5,49,61,4,2/5,15.25,7.46,12.2,0,0,Bowling_ODI.csv,,,,
B Laughlin (AUS),2009-2009,5,5,224,219,4,1/28,54.75,5.86,56.0,0,0,Bowling_ODI.csv,,,,
DV Lawrence (ENG),1991-1991,1,1,66,67,4,4/67,16.75,6.09,16.5,1,0,Bowling_ODI.csv,,,,
OC McCoy (WI),2018-2018,2,2,84,109,4,2/38,27.25,7.78,21.0,0,0,Bowling_ODI.csv,,,,
A McGrath (ENG),2003-2004,14,7,228,175,4,1/13,43.75,4.6,57.0,0,0,Bowling_ODI.csv,,,,
LD Madushanka (SL),2017-2017,4,4,144,172,4,2/70,43.0,7.16,36.0,0,0,Bowling_ODI.csv,,,,
T Maruma (ZIM),2007-2019,21,9,225,230,4,2/50,57.5,6.13,56.2,0,0,Bowling_ODI.csv,,,,
Mehrab Hossain jnr (BDESH),2006-2009,18,10,253,214,4,2/30,53.5,5.07,63.2,0,0,Bowling_ODI.csv,,,,
JP Millmow (NZ),1990-1990,5,5,270,232,4,2/22,58.0,5.15,67.5,0,0,Bowling_ODI.csv,,,,
Mohammad Talha (PAK),2014-2014,3,3,122,146,4,2/22,36.5,7.18,30.5,0,0,Bowling_ODI.csv,,,,
Mosharraf Hossain (BDESH),2008-2016,5,5,198,147,4,3/24,36.75,4.45,49.5,0,0,Bowling_ODI.csv,,,,
AMN Munasinghe (SL),1994-1996,5,5,217,146,4,3/30,36.5,4.03,54.2,0,0,Bowling_ODI.csv,,,,
Nizakat Khan (HKG),2014-2018,20,6,145,119,4,1/11,29.75,4.92,36.2,0,0,Bowling_ODI.csv,,,,
G Onions (ENG),2009-2009,4,4,204,185,4,2/58,46.25,5.44,51.0,0,0,Bowling_ODI.csv,,,,
SD Parry (ENG),2014-2014,2,2,114,92,4,3/32,23.0,4.84,28.5,0,0,Bowling_ODI.csv,,,,
BJ Patel (KENYA),2001-2006,31,8,165,163,4,2/20,40.75,5.92,41.2,0,0,Bowling_ODI.csv,,,,
D Paterson (SA),2017-2019,4,4,209,217,4,3/44,54.25,6.22,52.2,0,0,Bowling_ODI.csv,,,,
MR Ramprakash (ENG),1991-2001,18,5,132,108,4,3/28,27.0,4.9,33.0,0,0,Bowling_ODI.csv,,,,
B Regmi (NEPAL),2018-2019,4,4,174,117,4,2/49,29.25,4.03,43.5,0,0,Bowling_ODI.csv,,,,
AM Salvi (INDIA),2003-2003,4,4,172,120,4,2/15,30.0,4.18,43.0,0,0,Bowling_ODI.csv,,,,
JA Samarasekera (UAE),1994-1996,7,7,294,236,4,1/17,59.0,4.81,73.5,0,0,Bowling_ODI.csv,,,,
Shaiman Anwar (UAE),2014-2019,40,7,117,134,4,3/61,33.5,6.87,29.2,0,0,Bowling_ODI.csv,,,,
V Shankar (INDIA),2019-2019,12,9,233,210,4,2/15,52.5,5.4,58.2,0,0,Bowling_ODI.csv,,,,
Sheikh Salahuddin (BDESH),1997-1997,6,6,246,249,4,2/48,62.25,6.07,61.5,0,0,Bowling_ODI.csv,,,,
ED Solkar (INDIA),1974-1976,7,6,252,169,4,2/31,42.25,4.02,63.0,0,0,Bowling_ODI.csv,,,,
BR Taylor (NZ),1973-1973,2,2,114,62,4,3/25,15.5,3.26,28.5,0,0,Bowling_ODI.csv,,,,
DJ Terbrugge (SA),2000-2000,4,4,126,105,4,4/20,26.25,5.0,31.5,1,0,Bowling_ODI.csv,,,,
ME Trescothick (ENG),2000-2006,123,13,232,219,4,2/7,54.75,5.66,58.0,0,0,Bowling_ODI.csv,,,,
AJ Tudor (ENG),2002-2002,3,3,127,136,4,2/30,34.0,6.42,31.7,0,0,Bowling_ODI.csv,,,,
RG Twose (NZ),1995-2001,87,11,272,235,4,2/31,58.75,5.18,68.0,0,0,Bowling_ODI.csv,,,,
PS Vaidya (INDIA),1995-1996,4,4,184,174,4,2/41,43.5,5.67,46.0,0,0,Bowling_ODI.csv,,,,
PA van Meekeren (NL),2013-2019,5,5,210,161,4,2/30,40.25,4.6,52.5,0,0,Bowling_ODI.csv,,,,
LP van Troost (NL),2002-2007,23,11,246,280,4,2/29,70.0,6.82,61.5,0,0,Bowling_ODI.csv,,,,
MDJ Walker (NZ),2003-2003,3,3,132,119,4,4/49,29.75,5.4,33.0,1,0,Bowling_ODI.csv,,,,
HR Walsh (USA/WI),2019-2019,5,5,160,160,4,3/36,40.0,6.0,40.0,0,0,Bowling_ODI.csv,,,,
KD Walters (AUS),1971-1981,28,10,314,273,4,2/24,68.25,5.21,78.5,0,0,Bowling_ODI.csv,,,,
RJ Webb (NZ),1983-1983,3,3,161,105,4,2/28,26.25,3.91,40.2,0,0,Bowling_ODI.csv,,,,
JW Wilson (NZ),1993-2005,6,6,242,260,4,2/21,65.0,6.44,60.5,0,0,Bowling_ODI.csv,,,,
Yasir Arafat (PAK),2000-2009,11,10,414,373,4,1/28,93.25,5.4,103.5,0,0,Bowling_ODI.csv,,,,
B Yograj Singh (INDIA),1980-1981,6,5,244,186,4,2/44,46.5,4.57,61.0,0,0,Bowling_ODI.csv,,,,
Zaheer Maqsood (UAE),2015-2015,2,2,120,116,4,2/56,29.0,5.8,30.0,0,0,Bowling_ODI.csv,,,,
Zulfiqar Ali (EAf),1975-1975,3,3,210,166,4,3/63,41.5,4.74,52.5,0,0,Bowling_ODI.csv,,,,
Zulfiqar Babar (PAK),2014-2015,5,5,294,246,4,2/52,61.5,5.02,73.5,0,0,Bowling_ODI.csv,,,,
NP Kenjige (USA),2019-2019,4,4,156,129,3,1/26,43.0,4.96,52.0,0,0,Bowling_ODI.csv,,,,
Aamer Malik (PAK),1988-1994,24,5,120,86,3,2/35,28.66,4.3,40.0,0,0,Bowling_ODI.csv,,,,
JS Ababu (KENYA),1999-2006,9,8,288,255,3,1/26,85.0,5.31,96.0,0,0,Bowling_ODI.csv,,,,
Abu Hider (BDESH),2018-2018,2,2,108,89,3,2/50,29.66,4.94,36.0,0,0,Bowling_ODI.csv,,,,
JP Agnew (ENG),1985-1985,3,3,126,120,3,3/38,40.0,5.71,42.0,0,0,Bowling_ODI.csv,,,,
CR Amini (PNG),2014-2014,2,2,108,79,3,2/33,26.33,4.38,36.0,0,0,Bowling_ODI.csv,,,,
HAG Anthony (WI),1995-1995,3,3,156,143,3,2/47,47.66,5.5,52.0,0,0,Bowling_ODI.csv,,,,
Asghar Afghan (AFG),2009-2019,111,7,139,91,3,1/1,30.33,3.92,46.3,0,0,Bowling_ODI.csv,,,,
AM Bacher (SA),1997-2005,13,3,108,64,3,2/36,21.33,3.55,36.0,0,0,Bowling_ODI.csv,,,,
HK Badani (INDIA),2000-2004,40,9,183,149,3,1/7,49.66,4.88,61.0,0,0,Bowling_ODI.csv,,,,
PJ Bakker (NL),1996-1996,5,5,258,215,3,2/51,71.66,5.0,86.0,0,0,Bowling_ODI.csv,,,,
RL Bhudia (KENYA),2008-2009,5,5,180,151,3,2/42,50.33,5.03,60.0,0,0,Bowling_ODI.csv,,,,
Bhupinder Singh snr (INDIA),1994-1994,2,2,102,78,3,3/34,26.0,4.58,34.0,0,0,Bowling_ODI.csv,,,,
RJ Bright (AUS),1974-1986,11,10,462,350,3,1/28,116.66,4.54,154.0,0,0,Bowling_ODI.csv,,,,
AJ Burger (NAM),2003-2003,6,5,96,104,3,1/18,34.66,6.5,32.0,0,0,Bowling_ODI.csv,,,,
DK Butler (WI),2005-2006,5,5,246,188,3,1/25,62.66,4.58,82.0,0,0,Bowling_ODI.csv,,,,
SJ Cameron (SCOT),2018-2018,2,2,109,123,3,2/64,41.0,6.77,36.3,0,0,Bowling_ODI.csv,,,,
PE Cantrell (NL),1996-1996,5,5,186,170,3,1/18,56.66,5.48,62.0,0,0,Bowling_ODI.csv,,,,
BS Chandrasekhar (INDIA),1976-1976,1,1,56,36,3,3/36,12.0,3.85,18.6,0,0,Bowling_ODI.csv,,,,
U Chatterjee (INDIA),1995-1995,3,3,161,117,3,2/35,39.0,4.36,53.6,0,0,Bowling_ODI.csv,,,,
WM Clark (AUS),1978-1978,2,2,100,61,3,2/39,20.33,3.66,33.3,0,0,Bowling_ODI.csv,,,,
LA Dawson (ENG),2016-2018,3,2,84,96,3,2/70,32.0,6.85,28.0,0,0,Bowling_ODI.csv,,,,
NA de Groot (CAN),2003-2003,6,3,81,88,3,2/45,29.33,6.51,27.0,0,0,Bowling_ODI.csv,,,,
RL Dias (SL),1979-1987,58,6,56,70,3,3/25,23.33,7.5,18.6,0,0,Bowling_ODI.csv,,,,
BL D'Oliveira (ENG),1971-1972,4,4,204,140,3,1/19,46.66,4.11,68.0,0,0,Bowling_ODI.csv,,,,
KG Duers (ZIM),1992-1992,6,6,300,256,3,1/17,85.33,5.12,100.0,0,0,Bowling_ODI.csv,,,,
Ehsanul Haque (BDESH),2002-2003,6,3,141,113,3,2/34,37.66,4.8,47.0,0,0,Bowling_ODI.csv,,,,
Fawad Ahmed (AUS),2013-2013,3,3,144,145,3,1/39,48.33,6.04,48.0,0,0,Bowling_ODI.csv,,,,
Fayyaz Butt (OMAN),2019-2019,5,5,198,165,3,2/28,55.0,5.0,66.0,0,0,Bowling_ODI.csv,,,,
IS Gallage (SL),1999-2001,3,3,144,115,3,2/42,38.33,4.79,48.0,0,0,Bowling_ODI.csv,,,,
JC Gamage (SL),1995-1995,4,4,132,104,3,2/17,34.66,4.72,44.0,0,0,Bowling_ODI.csv,,,,
B Geeves (AUS),2008-2009,2,2,90,78,3,2/11,26.0,5.2,30.0,0,0,Bowling_ODI.csv,,,,
RS Ghai (INDIA),1984-1986,6,6,275,260,3,1/38,86.66,5.67,91.6,0,0,Bowling_ODI.csv,,,,
AP Grayson (ENG),2000-2001,2,2,90,60,3,3/40,20.0,4.0,30.0,0,0,Bowling_ODI.csv,,,,
Haafiz Shahid (PAK),1988-1988,3,3,127,112,3,2/56,37.33,5.29,42.3,0,0,Bowling_ODI.csv,,,,
GM Hamilton (SCOT),1999-2010,38,6,220,160,3,2/36,53.33,4.36,73.3,0,0,Bowling_ODI.csv,,,,
PL Harris (SA),2008-2008,3,3,180,83,3,2/30,27.66,2.76,60.0,0,0,Bowling_ODI.csv,,,,
Hasti Gul (AFG),2009-2009,2,2,114,73,3,2/48,24.33,3.84,38.0,0,0,Bowling_ODI.csv,,,,
KC Hodsoll (BMUDA),2007-2008,3,3,102,100,3,2/48,33.33,5.88,34.0,0,0,Bowling_ODI.csv,,,,
CK Hooper (CAN),2007-2010,5,5,169,181,3,1/17,60.33,6.42,56.3,0,0,Bowling_ODI.csv,,,,
